en,my
I do not take orders from His Majesty.,ကျွန်တော်ဟာ ဘုရင်မင်းမြတ်ဆီရဲ့ အမိန့်တွေကို နာခံရန် မလိုဘူး။
He never thought he owed you anything.,သူ မင်းကို တစ်ခုခု အကြွေးတင်မယ် လို့ သူ မထင်ခဲ့ဘူး။
He owed you for the help you gave him as a penniless beggar.,ငွေမရှိသော သူတောင်းစား တစ်ယောက် အဖြစ် သူ့ကို မင်း ပေးခဲ့တဲ့ အကူအညီ အတွက် သူက မင်းကို အကြွေးတင်ခဲ့တယ်။
He thought he owed you something.,သူက မင်းကို တစ်ခုခု အကြွေးတင်နေတယ်လို့ သူထင်ခဲ့တယ်။
Pitt had never seen his lordship as grave as he was then.,ထိုအချိန်က သူ့သခင် အဖြစ်ဆိုးတာမျိုး Pitt သည် ဘယ်တုန်းကမျှ မမြင်ခဲ့ဖူးပေ။
Pitt swore that he did not get a glimpse of the scene.,Pitt သည် မြင်ကွင်းကို တစေ့တစောင်းမျှ မကြည့်ရန် သစ္စာဆိုခဲ့သည်။
Pitt witnessed how his lordship was serious during the scene.,Pitt သည် အခင်းဖြစ်ပွားရာ နေရာတွင် သူ၏ သခင် မည်မျှ ပြင်းထန်သည်ကို မျက်မြင်တွေ့ခဲ့သည်။
I traveled near to Jamaica after the sun had set.,ကျွန်တော် နေဝင်ပြီးသည့်နောက် ဂျမေကာ အနီးအနားကို ခရီးထွက်ခဲ့တယ်။
I traveled to Jamaica in a large boat.,ကျွန်တော်သည် ကြီးမားသော လှေ တစ်စီး ဖြင့် ဂျမေကာသို့ ခရီးထွက်ခဲ့သည်။
My wife and I arrived in Jamaica in broad daylight.,ကျွန်တော့် ဇနီးနဲ့ ကျွန်တော် ဂျမေကာကို နေ့ခင်းကြောင်တောင် ရောက်လာခဲ့တယ်။
Blood slept a thoughtless dream on his day-bed.,Blood သည် သူ၏ နေ့ခင်းဖက်အိပ်သည့်အိပ်ရာပေါ်တွင် အပူအပင်ကင်းကင်းနှင့် အိပ်မက်တစ်ခု မက်နေခဲ့သည်။
Blood was ruminating while lying down.,Blood သည် လဲလျောင်းရင်း ပြန်လည်တွေးတောခဲ့တယ်။
Blood was thinking hard about the last time he saw his mother.,Blood သည် သူ့အမေကို သူ နောက်ဆုံးတွေ့တာနဲ့ ပတ်သက်ပြီး နက်နက်နဲနဲ တွေးနေမိသည်။
The Colonel accepted a medal from the mayor of New York City.,ကာနယ်လ်သည် နယူးယောက် မြို့တော်ဝန်ထံမှ ဆုတံဆိပ် တစ်ခုကို လက်ခံခဲ့သည်။
The Colonel refused what he was being given and kept his hat on in a sign of defiance.,ကာနယ်လ်က သူ့ကို ပေးကမ်းတာကို ငြင်းဆန်ခဲ့ ပြီး သူ၏ ဦးထုပ်ကို ဖီဆန်တဲ့ သင်္ကေတ တစ်ခုအနေနဲ့ ဆောင်းမြဲဆောင်းထားတယ်။
The Colonel was wearing a hat.,ကာနယ်လ်သည် ဦးထုပ် တစ်လုံးကို ဆောင်းလျှက်ရှိသည်။
Our boat sailed peacefully near England's shores.,ကျွန်ုပ်တို့၏လှေသည် အင်္ဂလန်ကမ်းခြေများအနီးတွင် ငြိမ်းချမ်းစွာ ရွက်လွှင့်ခဲ့သည်။
The pirates were attacking the ship in order to capture the princess.,ပင်လယ်ဓားပြတွေက မင်းသမီးကို ဖမ်းရန် အလို့ငှာ သင်္ဘောကို တိုက်ခိုက်နေကြတယ်။
There was more than one gun firing.,သေနတ် တစ်လက် ထက်ပို၍ ပစ်ခတ်မှု ဖြစ်ပွားခဲ့သည်။
"Alright then, I will tell you about it.",ကောင်းပြီ ၊ မင်းကို ငါ အဲဒီအကြောင်းကို ပြောပြမယ်။
I will not say a word to you.,မင်းကို ငါ စကား တစ်ခွန်းမှ မပြောဘူး။
It is only because you promised not to repeat this that I am telling you.,မင်းကို ငါ ပြောနေရတာက ဘာလို့လဲဆိုတော့ မင်း ဒါကို ထပ်မလုပ်ဘူးလို့ ကတိပေးခဲ့လို့ပဲ။
I was arriving via the Royal Mary.,ကျွန်တော် Royal Mary မှတဆင့် ရောက်ရှိခဲ့သည်။
"The Royal Mary suffered failures before my trip, so I had to arrive on the Blue Teacup instead.",Royal Mary သည် ကျွန်ုပ်၏ခရီး မစတင်မီတွင် ပျက်စီးမှုများကြုံတွေ့ခဲ့ရ သောကြောင့် ၊ ကျွန်ုပ်သည် သူမအစား ဘလူး တီးကပ်ဖြင့် ရောက်ရှိမည်ဖြစ်သည်။
The Royal Mary was carrying me to Jamaica.,Royal Mary သည် ဂျမေကာသို့ ကျွန်တော့်ကို သယ်ဆောင်သွားခဲ့သည်။
He believed the crime committed could have been genocide.,ကျူးလွန်ခဲ့သော ရာဇ၀တ်မှုသည် လူမျိုးတုံးသတ်ဖြတ်မှု ဖြစ်နိုင်သည်ဟု သူ ယုံကြည်ခဲ့သည်။
